,number_of_rooms,number_of_bathrooms,sqft,days_on_market,initial_price,location_good,location_great,location_poor,neighborhood_alcatraz_ave,neighborhood_berkeley_hills,neighborhood_downtown,neighborhood_east_elmwood,neighborhood_frontage_rd,neighborhood_north_berkeley,neighborhood_northwest,neighborhood_south_side,neighborhood_thowsand_oaks,neighborhood_west_welmwood,neighborhood_westbrae,neighborhood_zaytuna_college,rental_price
1077,2,1,760,0,3367,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3367.0
1078,2,1,528,34,2823,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2743.9559999999997
1079,0,1,111,7,1435,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1435.0
1080,3,2,1054,4,5342,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5342.0
1081,2,1,716,17,3183,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3183.0
1082,2,1,921,39,3110,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2991.82
1083,0,1,514,47,1399,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1323.454
1084,3,2,1221,9,5522,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5522.0
1085,3,2,831,9,5102,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5102.0
1086,0,1,150,49,1053,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,991.926
1087,2,1,751,64,2677,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2441.424
1088,2,1,561,49,2708,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2550.936
1089,0,1,319,63,1088,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,994.432
1090,3,2,1056,54,4408,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4108.255999999999
1091,2,1,663,1,3234,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3234.0
1092,2,1,613,1,3202,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3202.0
1093,1,1,661,7,2547,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2547.0
1094,3,2,985,5,4829,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4829.0
1095,2,1,921,23,3296,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3276.224
1096,2,1,898,41,3082,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2952.5559999999996
1097,2,1,687,7,3253,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3253.0
1098,1,1,543,10,1984,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1984.0
1099,1,1,380,8,1768,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1768.0
1100,3,2,1220,45,4615,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4384.25
1101,2,1,741,16,3158,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3158.0
1102,2,1,763,48,2850,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2690.4
1103,3,2,945,1,4779,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4779.0
1104,1,1,669,13,2555,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2555.0
1105,0,1,457,7,1744,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1744.0
1106,0,1,300,6,1661,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1661.0
1107,2,1,949,8,3489,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3489.0
1108,2,1,882,7,3892,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3892.0
1109,0,1,473,0,1915,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1915.0
1110,3,2,834,0,4704,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4704.0
1111,2,1,574,3,3633,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3633.0
1112,3,2,921,12,4672,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4672.0
1113,0,1,436,2,1838,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1838.0
1114,0,1,515,8,2307,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2307.0
1115,2,1,638,37,2843,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2746.3379999999997
1116,2,1,885,50,2974,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2795.56
1117,3,2,1026,48,4374,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4129.056
1118,3,2,1117,57,4387,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4062.362
1119,1,1,404,53,1348,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1259.032
1120,3,2,1218,20,4906,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4906.0
1121,2,1,665,26,3048,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3011.4240000000004
1122,2,1,838,8,3341,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3341.0
1123,0,1,542,49,1420,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1337.64
1124,1,1,487,30,1648,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1615.04
1125,3,2,875,22,4490,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4472.04
1126,1,1,519,1,2014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014.0
1127,2,1,554,11,3017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3017.0
1128,2,1,886,10,3396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3396.0
1129,2,1,758,4,3824,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3824.0
1130,2,1,848,11,3354,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3354.0
1131,2,1,895,58,2881,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2662.0440000000003
1132,1,1,659,5,2136,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2136.0
1133,3,2,828,7,4584,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4584.0
1134,1,1,531,28,1739,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1711.1760000000002
1135,3,2,999,5,4830,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4830.0
1136,3,2,876,13,4560,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4560.0
1137,0,1,519,43,1531,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1460.5739999999998
1138,1,1,429,1,1896,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1896.0
1139,2,1,759,61,2720,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2496.96
1140,2,1,815,43,2999,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2861.046
1141,2,1,883,8,3411,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3411.0
1142,3,2,1249,12,5017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5017.0
1143,3,2,1098,10,5386,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5386.0
1144,3,2,881,0,5199,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5199.0
1145,2,1,643,7,3703,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3703.0
1146,1,1,488,10,2379,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2379.0
1147,1,1,433,9,1827,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1827.0
1148,1,1,368,29,1626,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1596.7320000000002
1149,1,1,336,1,2351,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2351.0
1150,2,1,549,51,2612,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2450.056
1151,1,1,326,19,1617,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1617.0
1152,1,1,686,9,2093,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2093.0
1153,0,1,377,8,1698,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1698.0
1154,0,1,442,10,1717,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1717.0
1155,2,1,792,33,3014,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2935.636
1156,0,1,530,35,1625,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1576.25
1157,0,1,286,14,1554,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1554.0
1158,2,1,773,44,2961,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2818.8720000000003
1159,0,1,454,63,1200,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1096.8
1160,1,1,529,0,2056,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2056.0
1161,0,1,137,3,2009,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2009.0
1162,0,1,498,11,1751,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1751.0
1163,3,2,1241,4,5089,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5089.0
1164,2,1,903,58,2923,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2700.8520000000003
1165,1,1,505,11,2349,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2349.0
1166,0,1,455,7,1799,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1799.0
1167,0,1,248,29,1365,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1340.43
1168,3,2,963,3,4734,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4734.0
1169,2,1,760,2,3291,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3291.0
1170,2,1,616,4,3150,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3150.0
1171,1,1,419,1,1911,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1911.0
1172,0,1,478,10,1775,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1775.0
1173,1,1,509,13,2402,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2402.0
1174,1,1,603,10,2508,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2508.0
1175,3,2,1054,9,4852,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4852.0
1176,3,2,852,13,4550,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4550.0
1177,3,2,854,10,5072,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5072.0
1178,3,2,897,35,4427,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4294.19
1179,3,2,977,1,4809,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4809.0
1180,1,1,625,42,1699,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1624.244
1181,0,1,158,20,1338,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1338.0
1182,0,1,222,1,1656,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1656.0
1183,2,1,858,9,3374,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3374.0
1184,3,2,1044,64,4281,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3904.272
1185,3,2,1206,7,4996,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4996.0
1186,2,1,778,6,3336,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3336.0
1187,2,1,868,7,3436,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3436.0
1188,2,1,682,46,2781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2636.388
1189,2,1,920,6,3486,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3486.0
1190,2,1,840,0,3404,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3404.0
1191,2,1,916,3,3974,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3974.0
1192,1,1,525,47,1569,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1484.274
1193,1,1,543,8,2431,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2431.0
1194,1,1,528,37,1635,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1579.41
1195,1,1,515,0,2514,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2514.0
1196,3,2,945,7,4725,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4725.0
1197,0,1,145,2,1486,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1486.0
1198,2,1,710,14,3196,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3196.0
1199,0,1,167,13,1401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1401.0
1200,2,1,654,2,3270,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3270.0
1201,3,2,1005,2,4807,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4807.0
1202,0,1,500,21,1687,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1683.626
1203,2,1,741,2,3832,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3832.0
1204,1,1,480,3,1923,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1923.0
1205,3,2,960,11,4696,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4696.0
1206,0,1,267,2,1635,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1635.0
1207,1,1,371,47,1416,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1339.536
1208,3,2,1145,13,4887,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4887.0
1209,0,1,442,63,1205,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1101.37
1210,3,2,934,15,4637,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4637.0
1211,3,2,869,11,5135,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5135.0
1212,3,2,1174,9,4919,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4919.0
1213,0,1,276,2,1638,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1638.0
1214,0,1,399,5,1784,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1784.0
1215,0,1,144,6,1523,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1523.0
1216,2,1,944,10,3477,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3477.0
1217,0,1,470,11,2308,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2308.0
1218,0,1,393,49,1289,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1214.238
1219,3,2,1026,3,4834,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4834.0
1220,1,1,543,9,1927,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1927.0
1221,1,1,523,59,1465,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1350.73
1222,0,1,140,3,1488,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1488.0
1223,3,2,1166,37,4682,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4522.812
1224,2,1,873,5,3399,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3399.0
1225,2,1,524,5,3083,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3083.0
1226,2,1,668,0,3240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3240.0
1227,0,1,540,15,1812,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1812.0
1228,1,1,678,4,2609,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2609.0
1229,3,2,1137,3,4949,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4949.0
1230,0,1,228,10,2067,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2067.0
1231,2,1,557,2,3181,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3181.0
1232,2,1,603,63,2610,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2385.54
1233,2,1,515,2,3078,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3078.0
1234,1,1,633,0,2179,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2179.0
1235,3,2,1022,2,5386,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5386.0
1236,1,1,376,6,1861,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1861.0
1237,2,1,813,3,3857,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3857.0
1238,0,1,501,41,1444,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1383.352
1239,1,1,332,15,1703,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1703.0
1240,3,2,803,7,4602,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4602.0
1241,0,1,221,40,1250,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1200.0
1242,2,1,925,12,3447,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3447.0
1243,3,2,1164,7,4922,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4922.0
1244,3,2,1221,11,4990,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4990.0
1245,0,1,389,12,2136,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2136.0
1246,3,2,865,12,4643,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4643.0
1247,0,1,449,9,1746,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1746.0
1248,0,1,489,12,2311,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2311.0
1249,1,1,409,12,1808,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1808.0
1250,1,1,398,14,1723,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1723.0
1251,0,1,419,7,2209,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2209.0
1252,3,2,874,44,4292,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4085.9840000000004
1253,1,1,467,3,1960,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1960.0
1254,3,2,832,3,5146,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5146.0
1255,1,1,507,7,2401,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2401.0
1256,1,1,554,37,1680,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1622.88
1257,3,2,1134,0,4959,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4959.0
1258,1,1,689,35,1880,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1823.6
1259,3,2,966,28,4583,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4509.6720000000005
1260,0,1,522,7,1827,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1827.0
1261,3,2,1189,49,4509,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4247.478
1262,1,1,477,2,1948,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1948.0
1263,0,1,424,24,1589,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1576.2879999999998
1264,3,2,1140,2,5507,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5507.0
1265,2,1,938,50,3008,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2827.52
1266,1,1,739,64,1617,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1474.704
1267,1,1,558,51,1500,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1407.0
1268,1,1,330,11,1680,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1680.0
1269,1,1,748,62,1631,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1493.996
1270,3,2,852,20,4488,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4488.0
1271,2,1,525,37,2731,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2638.1459999999997
1272,2,1,664,0,3749,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3749.0
1273,0,1,255,14,1526,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1526.0
1274,0,1,196,45,1133,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1076.35
1275,1,1,530,20,1853,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1853.0
1276,0,1,230,3,2071,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2071.0
1277,3,2,801,14,4468,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4468.0
1278,1,1,542,7,2480,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2480.0
1279,3,2,894,14,4628,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4628.0
1280,1,1,546,6,1938,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1938.0
1281,0,1,469,14,1713,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1713.0
1282,2,1,878,8,3861,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3861.0
1283,3,2,1245,8,5506,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5506.0
1284,3,2,1011,11,4704,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4704.0
1285,1,1,494,24,1755,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1740.96
1286,3,2,871,11,4648,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4648.0
1287,3,2,863,12,4600,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4600.0
1288,3,2,972,12,4670,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4670.0
1289,0,1,119,62,871,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,797.836
1290,2,1,906,9,3421,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3421.0
1291,1,1,742,8,2120,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2120.0
1292,0,1,391,53,1245,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1162.83
1293,1,1,540,8,1974,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1974.0
1294,2,1,827,10,3303,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3303.0
1295,3,2,994,1,4871,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4871.0
1296,0,1,440,2,1843,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1843.0
1297,0,1,333,26,1457,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1439.516
1298,1,1,722,2,2219,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2219.0
1299,0,1,104,0,2043,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2043.0
1300,2,1,936,11,3934,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3934.0
1301,0,1,334,5,1706,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1706.0
1302,3,2,1140,0,4996,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4996.0
1303,1,1,426,11,1857,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1857.0
1304,0,1,424,1,1783,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1783.0
1305,1,1,457,6,2441,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2441.0
1306,3,2,888,10,4679,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4679.0
1307,2,1,696,10,3728,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3728.0
1308,1,1,599,6,2035,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2035.0
1309,0,1,438,12,2258,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2258.0
1310,3,2,817,12,4541,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4541.0
1311,2,1,749,6,3240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3240.0
1312,0,1,454,60,1301,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1196.92
1313,3,2,1143,2,5488,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5488.0
1314,3,2,1074,9,4804,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4804.0
1315,1,1,379,9,1785,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1785.0
1316,3,2,1106,46,4483,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4249.884
1317,1,1,652,12,2020,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020.0
1318,0,1,236,13,1507,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1507.0
1319,3,2,1183,2,4978,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4978.0
1320,2,1,538,64,2513,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2291.856
1321,0,1,379,11,1649,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1649.0
1322,2,1,552,43,2729,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2603.466
1323,1,1,487,13,2365,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2365.0
1324,0,1,207,3,1563,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1563.0
1325,1,1,491,38,1577,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1520.2279999999998
1326,0,1,155,4,1510,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1510.0
1327,1,1,353,6,1744,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1744.0
1328,1,1,536,17,1836,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1836.0
1329,0,1,134,31,1185,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1158.93
1330,3,2,1143,18,4846,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4846.0
1331,1,1,696,10,2103,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2103.0
1332,3,2,831,3,5122,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5122.0
1333,3,2,1145,59,4396,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4053.112
1334,2,1,575,3,3095,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3095.0
1335,1,1,565,6,2038,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2038.0
1336,2,1,748,25,3113,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3081.87
1337,1,1,632,3,2082,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2082.0
1338,0,1,499,4,1816,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1816.0
1339,3,2,953,46,4294,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4070.712
1340,0,1,110,0,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2000.0
1341,1,1,661,52,1601,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1498.536
1342,1,1,673,9,2619,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2619.0
1343,1,1,617,8,1999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1999.0
1344,1,1,482,5,1888,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1888.0
1345,3,2,1164,43,4604,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4392.215999999999
1346,1,1,552,64,1460,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1331.52
1347,2,1,839,9,3816,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3816.0
1348,2,1,524,10,3052,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3052.0
1349,1,1,668,14,2036,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2036.0
1350,1,1,365,2,1828,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1828.0
1351,0,1,485,48,1416,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1336.704
1352,3,2,1227,11,4951,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4951.0
1353,0,1,406,24,1535,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1522.72
1354,2,1,931,2,3497,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3497.0
1355,1,1,736,30,1891,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1853.18
